,version : 3.11.3
1797,year = 2020;
1798,};
1799,items =     (
1800,{
1801,"""            """"hr_value"""" = 121;"""
1802,offset = 0;
1803,"""        },"""
1804,{
1805,"""            """"hr_value"""" = 122;"""
1806,offset = 5;
1807,"""        },"""
1808,{
1809,"""            """"hr_value"""" = 148;"""
1810,offset = 6;
1811,"""        },"""
1812,{
1813,"""            """"hr_value"""" = 103;"""
1814,offset = 5;
1815,"""        },"""
1816,{
1817,"""            """"hr_value"""" = 127;"""
1818,offset = 5;
1819,"""        },"""
1820,{
1821,"""            """"hr_value"""" = 136;"""
1822,offset = 6;
1823,"""        },"""
1824,{
1825,"""            """"hr_value"""" = 122;"""
1826,offset = 5;
1827,"""        },"""
1828,{
1829,"""            """"hr_value"""" = 110;"""
1830,offset = 6;
1831,"""        },"""
1832,{
1833,"""            """"hr_value"""" = 131;"""
1834,offset = 5;
1835,"""        },"""
1836,{
1837,"""            """"hr_value"""" = 122;"""
1838,offset = 5;
1839,"""        },"""
1840,{
1841,"""            """"hr_value"""" = 127;"""
1842,offset = 6;
1843,"""        },"""
1844,{
1845,"""            """"hr_value"""" = 136;"""
1846,offset = 5;
1847,"""        },"""
1848,{
1849,"""            """"hr_value"""" = 105;"""
1850,offset = 5;
1851,"""        },"""
1852,{
1853,"""            """"hr_value"""" = 104;"""
1854,offset = 6;
1855,"""        },"""
1856,{
1857,"""            """"hr_value"""" = 107;"""
1858,offset = 5;
1859,"""        },"""
1860,{
1861,"""            """"hr_value"""" = 144;"""
1862,offset = 5;
1863,"""        },"""
1864,{
1865,"""            """"hr_value"""" = 117;"""
1866,offset = 6;
1867,"""        },"""
1868,{
1869,"""            """"hr_value"""" = 98;"""
1870,offset = 5;
1871,"""        },"""
1872,{
1873,"""            """"hr_value"""" = 104;"""
1874,offset = 5;
1875,"""        },"""
1876,{
1877,"""            """"hr_value"""" = 121;"""
1878,offset = 6;
1879,"""        },"""
1880,{
1881,"""            """"hr_value"""" = 96;"""
1882,offset = 5;
1883,"""        },"""
1884,{
1885,"""            """"hr_value"""" = 106;"""
1886,offset = 5;
1887,"""        },"""
1888,{
1889,"""            """"hr_value"""" = 116;"""
1890,offset = 6;
1891,"""        },"""
1892,{
1893,"""            """"hr_value"""" = 116;"""
1894,offset = 5;
1895,"""        },"""
1896,{
1897,"""            """"hr_value"""" = 145;"""
1898,offset = 5;
1899,"""        },"""
1900,{
1901,"""            """"hr_value"""" = 130;"""
1902,offset = 6;
1903,"""        },"""
1904,{
1905,"""            """"hr_value"""" = 138;"""
1906,offset = 5;
1907,"""        },"""
1908,{
1909,"""            """"hr_value"""" = 104;"""
1910,offset = 5;
1911,"""        },"""
1912,{
1913,"""            """"hr_value"""" = 125;"""
1914,offset = 6;
1915,"""        },"""
1916,{
1917,"""            """"hr_value"""" = 133;"""
1918,offset = 5;
1919,"""        },"""
1920,{
1921,"""            """"hr_value"""" = 117;"""
1922,offset = 5;
1923,"""        },"""
1924,{
1925,"""            """"hr_value"""" = 121;"""
1926,offset = 6;
1927,"""        },"""
1928,{
1929,"""            """"hr_value"""" = 142;"""
1930,offset = 5;
1931,"""        },"""
1932,{
1933,"""            """"hr_value"""" = 143;"""
1934,offset = 5;
1935,"""        },"""
1936,{
1937,"""            """"hr_value"""" = 141;"""
1938,offset = 6;
1939,"""        },"""
1940,{
1941,"""            """"hr_value"""" = 134;"""
1942,offset = 5;
1943,"""        },"""
1944,{
1945,"""            """"hr_value"""" = 134;"""
1946,offset = 6;
1947,"""        },"""
1948,{
1949,"""            """"hr_value"""" = 130;"""
1950,offset = 5;
1951,"""        },"""
1952,{
1953,"""            """"hr_value"""" = 136;"""
1954,offset = 5;
1955,"""        },"""
1956,{
1957,"""            """"hr_value"""" = 97;"""
1958,offset = 6;
1959,"""        },"""
1960,{
1961,"""            """"hr_value"""" = 123;"""
1962,offset = 5;
1963,"""        },"""
1964,{
1965,"""            """"hr_value"""" = 140;"""
1966,offset = 5;
1967,"""        },"""
1968,{
1969,"""            """"hr_value"""" = 109;"""
1970,offset = 6;
1971,"""        },"""
1972,{
1973,"""            """"hr_value"""" = 124;"""
1974,offset = 5;
1975,"""        },"""
1976,{
1977,"""            """"hr_value"""" = 100;"""
1978,offset = 5;
1979,"""        },"""
1980,{
1981,"""            """"hr_value"""" = 115;"""
1982,offset = 6;
1983,"""        },"""
1984,{
1985,"""            """"hr_value"""" = 150;"""
1986,offset = 5;
1987,"""        },"""
1988,{
1989,"""            """"hr_value"""" = 122;"""
1990,offset = 5;
1991,"""        },"""
1992,{
1993,"""            """"hr_value"""" = 124;"""
1994,offset = 6;
1995,"""        },"""
1996,{
1997,"""            """"hr_value"""" = 138;"""
1998,offset = 5;
1999,"""        },"""
2000,{
2001,"""            """"hr_value"""" = 127;"""
2002,offset = 6;
2003,"""        },"""
2004,{
2005,"""            """"hr_value"""" = 83;"""
2006,offset = 5;
2007,"""        },"""
2008,{
2009,"""            """"hr_value"""" = 121;"""
2010,offset = 5;
2011,"""        },"""
2012,{
2013,"""            """"hr_value"""" = 134;"""
2014,offset = 6;
2015,"""        },"""
2016,{
2017,"""            """"hr_value"""" = 107;"""
2018,offset = 5;
2019,"""        },"""
2020,{
2021,"""            """"hr_value"""" = 129;"""
2022,offset = 5;
2023,"""        },"""
2024,{
2025,"""            """"hr_value"""" = 128;"""
2026,offset = 6;
2027,"""        },"""
2028,{
2029,"""            """"hr_value"""" = 122;"""
2030,offset = 5;
2031,"""        },"""
2032,{
2033,"""            """"hr_value"""" = 118;"""
2034,offset = 5;
2035,"""        },"""
2036,{
2037,"""            """"hr_value"""" = 104;"""
2038,offset = 6;
2039,"""        },"""
2040,{
2041,"""            """"hr_value"""" = 125;"""
2042,offset = 5;
2043,"""        },"""
2044,{
2045,"""            """"hr_value"""" = 110;"""
2046,offset = 6;
2047,"""        },"""
2048,{
2049,"""            """"hr_value"""" = 110;"""
2050,offset = 5;
2051,"""        },"""
2052,{
2053,"""            """"hr_value"""" = 118;"""
2054,offset = 5;
2055,"""        },"""
2056,{
2057,"""            """"hr_value"""" = 131;"""
2058,offset = 6;
2059,"""        },"""
2060,{
2061,"""            """"hr_value"""" = 143;"""
2062,offset = 5;
2063,"""        },"""
2064,{
2065,"""            """"hr_value"""" = 109;"""
2066,offset = 5;
2067,"""        },"""
2068,{
2069,"""            """"hr_value"""" = 116;"""
2070,offset = 6;
2071,"""        },"""
2072,{
2073,"""            """"hr_value"""" = 115;"""
2074,offset = 5;
2075,"""        },"""
2076,{
2077,"""            """"hr_value"""" = 101;"""
2078,offset = 5;
2079,"""        },"""
2080,{
2081,"""            """"hr_value"""" = 116;"""
2082,offset = 6;
2083,"""        },"""
2084,{
2085,"""            """"hr_value"""" = 133;"""
2086,offset = 5;
2087,"""        },"""
2088,{
2089,"""            """"hr_value"""" = 124;"""
2090,offset = 5;
2091,"""        },"""
2092,{
2093,"""            """"hr_value"""" = 145;"""
2094,offset = 6;
2095,"""        },"""
2096,{
2097,"""            """"hr_value"""" = 131;"""
2098,offset = 5;
2099,"""        },"""
2100,{
2101,"""            """"hr_value"""" = 123;"""
2102,offset = 5;
2103,"""        },"""
2104,{
2105,"""            """"hr_value"""" = 125;"""
2106,offset = 6;
2107,"""        },"""
2108,{
2109,"""            """"hr_value"""" = 132;"""
2110,offset = 5;
2111,"""        },"""
2112,{
2113,"""            """"hr_value"""" = 136;"""
2114,offset = 5;
2115,"""        },"""
2116,{
2117,"""            """"hr_value"""" = 112;"""
2118,offset = 6;
2119,"""        },"""
2120,{
2121,"""            """"hr_value"""" = 117;"""
2122,offset = 5;
2123,"""        },"""
2124,{
2125,"""            """"hr_value"""" = 127;"""
2126,offset = 5;
2127,"""        },"""
2128,{
2129,"""            """"hr_value"""" = 92;"""
2130,offset = 6;
2131,"""        },"""
2132,{
2133,"""            """"hr_value"""" = 108;"""
2134,offset = 5;
2135,"""        },"""
2136,{
2137,"""            """"hr_value"""" = 156;"""
2138,offset = 6;
2139,"""        },"""
2140,{
2141,"""            """"hr_value"""" = 130;"""
2142,offset = 5;
2143,"""        },"""
2144,{
2145,"""            """"hr_value"""" = 110;"""
2146,offset = 5;
2147,"""        },"""
2148,{
2149,"""            """"hr_value"""" = 117;"""
2150,offset = 6;
2151,"""        },"""
2152,{
2153,"""            """"hr_value"""" = 113;"""
2154,offset = 5;
2155,"""        },"""
2156,{
2157,"""            """"hr_value"""" = 136;"""
2158,offset = 5;
2159,"""        },"""
2160,{
2161,"""            """"hr_value"""" = 133;"""
2162,offset = 6;
2163,"""        },"""
2164,{
2165,"""            """"hr_value"""" = 100;"""
2166,offset = 5;
2167,"""        },"""
2168,{
2169,"""            """"hr_value"""" = 93;"""
2170,offset = 5;
2171,"""        },"""
2172,{
2173,"""            """"hr_value"""" = 155;"""
2174,offset = 6;
2175,"""        },"""
2176,{
2177,"""            """"hr_value"""" = 108;"""
2178,offset = 5;
2179,"""        },"""
2180,{
2181,"""            """"hr_value"""" = 83;"""
2182,offset = 5;
2183,"""        },"""
2184,{
2185,"""            """"hr_value"""" = 129;"""
2186,offset = 6;
2187,"""        },"""
2188,{
2189,"""            """"hr_value"""" = 122;"""
2190,offset = 5;
2191,"""        },"""
2192,{
2193,"""            """"hr_value"""" = 113;"""
2194,offset = 5;
2195,"""        },"""
2196,{
2197,"""            """"hr_value"""" = 113;"""
2198,offset = 6;
2199,"""        },"""
2200,{
2201,"""            """"hr_value"""" = 137;"""
2202,offset = 5;
2203,"""        },"""
2204,{
2205,"""            """"hr_value"""" = 149;"""
2206,offset = 6;
2207,"""        },"""
2208,{
2209,"""            """"hr_value"""" = 102;"""
2210,offset = 5;
2211,"""        },"""
2212,{
2213,"""            """"hr_value"""" = 112;"""
2214,offset = 5;
2215,"""        },"""
2216,{
2217,"""            """"hr_value"""" = 121;"""
2218,offset = 6;
2219,"""        },"""
2220,{
2221,"""            """"hr_value"""" = 123;"""
2222,offset = 5;
2223,"""        },"""
2224,{
2225,"""            """"hr_value"""" = 58;"""
2226,offset = 5;
2227,"""        },"""
2228,{
2229,"""            """"hr_value"""" = 57;"""
2230,offset = 6;
2231,"""        },"""
2232,{
2233,"""            """"hr_value"""" = 165;"""
2234,offset = 6;
2235,"""        },"""
2236,{
2237,"""            """"hr_value"""" = 85;"""
2238,offset = 5;
2239,"""        },"""
2240,{
2241,"""            """"hr_value"""" = 152;"""
2242,offset = 6;
2243,"""        },"""
2244,{
2245,"""            """"hr_value"""" = 90;"""
2246,offset = 5;
2247,"""        },"""
2248,{
2249,"""            """"hr_value"""" = 118;"""
2250,offset = 6;
2251,"""        },"""
2252,{
2253,"""            """"hr_value"""" = 64;"""
2254,offset = 5;
2255,"""        },"""
2256,{
2257,"""            """"hr_value"""" = 109;"""
2258,offset = 6;
2259,"""        },"""
2260,{
2261,"""            """"hr_value"""" = 62;"""
2262,offset = 6;
2263,"""        },"""
2264,{
2265,"""            """"hr_value"""" = 97;"""
2266,offset = 5;
2267,"""        },"""
2268,{
2269,"""            """"hr_value"""" = 72;"""
2270,offset = 11;
2271,"""        },"""
2272,{
2273,"""            """"hr_value"""" = 88;"""
2274,offset = 11;
2275,"""        },"""
2276,{
2277,"""            """"hr_value"""" = 76;"""
2278,offset = 6;
2279,"""        },"""
2280,{
2281,"""            """"hr_value"""" = 60;"""
2282,offset = 5;
2283,"""        },"""
2284,{
2285,"""            """"hr_value"""" = 60;"""
2286,offset = 12;
2287,"""        },"""
2288,{
2289,"""            """"hr_value"""" = 72;"""
2290,offset = 5;
2291,"""        },"""
2292,{
2293,"""            """"hr_value"""" = 90;"""
2294,offset = 5;
2295,"""        },"""
2296,{
2297,"""            """"hr_value"""" = 113;"""
2298,offset = 6;
2299,"""        },"""
2300,{
2301,"""            """"hr_value"""" = 123;"""
2302,offset = 8;
2303,"""        },"""
2304,{
2305,"""            """"hr_value"""" = 68;"""
2306,offset = 5;
2307,"""        },"""
2308,{
2309,"""            """"hr_value"""" = 97;"""
2310,offset = 5;
2311,"""        },"""
2312,{
2313,"""            """"hr_value"""" = 92;"""
2314,offset = 6;
2315,"""        },"""
2316,{
2317,"""            """"hr_value"""" = 82;"""
2318,offset = 11;
2319,"""        },"""
2320,{
2321,"""            """"hr_value"""" = 61;"""
2322,offset = 6;
2323,"""        },"""
2324,{
2325,"""            """"hr_value"""" = 77;"""
2326,offset = 5;
2327,"""        },"""
2328,{
2329,"""            """"hr_value"""" = 57;"""
2330,offset = 5;
2331,"""        },"""
2332,{
2333,"""            """"hr_value"""" = 68;"""
2334,offset = 6;
2335,"""        },"""
2336,{
2337,"""            """"hr_value"""" = 127;"""
2338,offset = 12;
2339,"""        },"""
2340,{
2341,"""            """"hr_value"""" = 90;"""
2342,offset = 6;
2343,"""        },"""
2344,{
2345,"""            """"hr_value"""" = 90;"""
2346,offset = 6;
2347,"""        },"""
2348,{
2349,"""            """"hr_value"""" = 120;"""
2350,offset = 5;
2351,"""        },"""
2352,{
2353,"""            """"hr_value"""" = 85;"""
2354,offset = 5;
2355,"""        },"""
2356,{
2357,"""            """"hr_value"""" = 112;"""
2358,offset = 6;
2359,"""        },"""
2360,{
2361,"""            """"hr_value"""" = 71;"""
2362,offset = 5;
2363,"""        },"""
2364,{
2365,"""            """"hr_value"""" = 121;"""
2366,offset = 6;
2367,"""        },"""
2368,{
2369,"""            """"hr_value"""" = 92;"""
2370,offset = 5;
2371,"""        },"""
2372,{
2373,"""            """"hr_value"""" = 118;"""
2374,offset = 5;
2375,"""        },"""
2376,{
2377,"""            """"hr_value"""" = 82;"""
2378,offset = 6;
2379,"""        },"""
2380,{
2381,"""            """"hr_value"""" = 114;"""
2382,offset = 5;
2383,"""        },"""
2384,{
2385,"""            """"hr_value"""" = 119;"""
2386,offset = 6;
2387,"""        },"""
2388,{
2389,"""            """"hr_value"""" = 72;"""
2390,offset = 5;
2391,"""        },"""
2392,{
2393,"""            """"hr_value"""" = 75;"""
2394,offset = 6;
2395,"""        },"""
2396,{
2397,"""            """"hr_value"""" = 83;"""
2398,offset = 8;
2399,"""        },"""
2400,{
2401,"""            """"hr_value"""" = 75;"""
2402,offset = 6;
2403,"""        },"""
2404,{
2405,"""            """"hr_value"""" = 76;"""
2406,offset = 11;
2407,"""        },"""
2408,{
2409,"""            """"hr_value"""" = 69;"""
2410,offset = 5;
2411,"""        },"""
2412,{
2413,"""            """"hr_value"""" = 105;"""
2414,offset = 6;
2415,"""        },"""
2416,{
2417,"""            """"hr_value"""" = 145;"""
2418,offset = 5;
2419,"""        },"""
2420,{
2421,"""            """"hr_value"""" = 81;"""
2422,offset = 6;
2423,"""        },"""
2424,{
2425,"""            """"hr_value"""" = 52;"""
2426,offset = 6;
2427,"""        },"""
2428,{
2429,"""            """"hr_value"""" = 88;"""
2430,offset = 5;
2431,"""        },"""
2432,{
2433,"""            """"hr_value"""" = 98;"""
2434,offset = 6;
2435,"""        },"""
2436,{
2437,"""            """"hr_value"""" = 116;"""
2438,offset = 5;
2439,"""        },"""
2440,{
2441,"""            """"hr_value"""" = 90;"""
2442,offset = 6;
2443,"""        },"""
2444,{
2445,"""            """"hr_value"""" = 84;"""
2446,offset = 5;
2447,"""        },"""
2448,{
2449,"""            """"hr_value"""" = 75;"""
2450,offset = 5;
2451,"""        },"""
2452,{
2453,"""            """"hr_value"""" = 83;"""
2454,offset = 6;
2455,"""        },"""
2456,{
2457,"""            """"hr_value"""" = 82;"""
2458,offset = 6;
2459,"""        },"""
2460,{
2461,"""            """"hr_value"""" = 82;"""
2462,offset = 5;
2463,"""        },"""
2464,{
2465,"""            """"hr_value"""" = 72;"""
2466,offset = 6;
2467,"""        },"""
2468,{
2469,"""            """"hr_value"""" = 88;"""
2470,offset = 11;
2471,"""        },"""
2472,{
2473,"""            """"hr_value"""" = 84;"""
2474,offset = 5;
2475,"""        },"""
2476,{
2477,"""            """"hr_value"""" = 84;"""
2478,offset = 6;
2479,"""        },"""
2480,{
2481,"""            """"hr_value"""" = 110;"""
2482,offset = 5;
2483,"""        },"""
2484,{
2485,"""            """"hr_value"""" = 80;"""
2486,offset = 5;
2487,"""        },"""
2488,{
2489,"""            """"hr_value"""" = 66;"""
2490,offset = 6;
2491,"""        },"""
2492,{
2493,"""            """"hr_value"""" = 126;"""
2494,offset = 11;
2495,"""        },"""
2496,{
2497,"""            """"hr_value"""" = 75;"""
2498,offset = 6;
2499,"""        },"""
2500,{
2501,"""            """"hr_value"""" = 98;"""
2502,offset = 5;
2503,"""        },"""
2504,{
2505,"""            """"hr_value"""" = 70;"""
2506,offset = 12;
2507,"""        },"""
2508,{
2509,"""            """"hr_value"""" = 108;"""
2510,offset = 11;
2511,"""        },"""
2512,{
2513,"""            """"hr_value"""" = 83;"""
2514,offset = 5;
2515,"""        },"""
2516,{
2517,"""            """"hr_value"""" = 90;"""
2518,offset = 6;
2519,"""        },"""
2520,{
2521,"""            """"hr_value"""" = 98;"""
2522,offset = 5;
2523,"""        },"""
2524,{
2525,"""            """"hr_value"""" = 84;"""
2526,offset = 12;
2527,"""        },"""
2528,{
2529,"""            """"hr_value"""" = 49;"""
2530,offset = 5;
2531,"""        },"""
2532,{
2533,"""            """"hr_value"""" = 119;"""
2534,offset = 6;
2535,"""        },"""
2536,{
2537,"""            """"hr_value"""" = 93;"""
2538,offset = 5;
2539,"""        },"""
2540,{
2541,"""            """"hr_value"""" = 57;"""
2542,offset = 6;
2543,"""        },"""
2544,{
2545,"""            """"hr_value"""" = 102;"""
2546,offset = 11;
2547,"""        },"""
2548,{
2549,"""            """"hr_value"""" = 79;"""
2550,offset = 6;
2551,"""        },"""
2552,{
2553,"""            """"hr_value"""" = 114;"""
2554,offset = 5;
2555,"""        },"""
2556,{
2557,"""            """"hr_value"""" = 96;"""
2558,offset = 6;
2559,"""        },"""
2560,{
2561,"""            """"hr_value"""" = 72;"""
2562,offset = 5;
2563,"""        },"""
2564,{
2565,"""            """"hr_value"""" = 49;"""
2566,offset = 6;
2567,"""        },"""
2568,{
2569,"""            """"hr_value"""" = 72;"""
2570,offset = 6;
2571,"""        },"""
2572,{
2573,"""            """"hr_value"""" = 70;"""
2574,offset = 6;
2575,"""        },"""
2576,{
2577,"""            """"hr_value"""" = 144;"""
2578,offset = 5;
2579,"""        },"""
2580,{
2581,"""            """"hr_value"""" = 125;"""
2582,offset = 5;
2583,"""        },"""
2584,{
2585,"""            """"hr_value"""" = 102;"""
2586,offset = 6;
2587,"""        },"""
2588,{
2589,"""            """"hr_value"""" = 110;"""
2590,offset = 5;
2591,"""        },"""
2592,{
2593,"""            """"hr_value"""" = 111;"""
2594,offset = 5;
2595,"""        },"""
2596,{
2597,"""            """"hr_value"""" = 79;"""
2598,offset = 9;
2599,"""        },"""
2600,{
2601,"""            """"hr_value"""" = 86;"""
2602,offset = 5;
2603,"""        },"""
2604,{
2605,"""            """"hr_value"""" = 84;"""
2606,offset = 6;
2607,"""        },"""
2608,{
2609,"""            """"hr_value"""" = 70;"""
2610,offset = 5;
2611,"""        },"""
2612,{
2613,"""            """"hr_value"""" = 89;"""
2614,offset = 6;
2615,"""        },"""
2616,{
2617,"""            """"hr_value"""" = 63;"""
2618,offset = 5;
2619,"""        },"""
2620,{
2621,"""            """"hr_value"""" = 62;"""
2622,offset = 5;
2623,"""        },"""
2624,{
2625,"""            """"hr_value"""" = 111;"""
2626,offset = 6;
2627,"""        },"""
2628,{
2629,"""            """"hr_value"""" = 73;"""
2630,offset = 5;
2631,"""        },"""
2632,{
2633,"""            """"hr_value"""" = 89;"""
2634,offset = 6;
2635,"""        },"""
2636,{
2637,"""            """"hr_value"""" = 70;"""
2638,offset = 11;
2639,"""        },"""
2640,{
2641,"""            """"hr_value"""" = 53;"""
2642,offset = 5;
2643,"""        },"""
2644,{
2645,"""            """"hr_value"""" = 67;"""
2646,offset = 7;
2647,"""        },"""
2648,{
2649,"""            """"hr_value"""" = 135;"""
2650,offset = 6;
2651,"""        },"""
2652,{
2653,"""            """"hr_value"""" = 115;"""
2654,offset = 5;
2655,"""        },"""
2656,{
2657,"""            """"hr_value"""" = 89;"""
2658,offset = 5;
2659,"""        },"""
2660,{
2661,"""            """"hr_value"""" = 110;"""
2662,offset = 6;
2663,"""        },"""
2664,{
2665,"""            """"hr_value"""" = 67;"""
2666,offset = 11;
2667,"""        },"""
2668,{
2669,"""            """"hr_value"""" = 93;"""
2670,offset = 6;
2671,"""        },"""
2672,{
2673,"""            """"hr_value"""" = 51;"""
2674,offset = 5;
2675,"""        },"""
2676,{
2677,"""            """"hr_value"""" = 97;"""
2678,offset = 7;
2679,"""        },"""
2680,{
2681,"""            """"hr_value"""" = 85;"""
2682,offset = 5;
2683,"""        },"""
2684,{
2685,"""            """"hr_value"""" = 70;"""
2686,offset = 6;
2687,"""        },"""
2688,{
2689,"""            """"hr_value"""" = 81;"""
2690,offset = 5;
2691,"""        },"""
2692,{
2693,"""            """"hr_value"""" = 111;"""
2694,offset = 7;
2695,"""        },"""
2696,{
2697,"""            """"hr_value"""" = 64;"""
2698,offset = 11;
2699,"""        },"""
2700,{
2701,"""            """"hr_value"""" = 86;"""
2702,offset = 6;
2703,"""        },"""
2704,{
2705,"""            """"hr_value"""" = 69;"""
2706,offset = 6;
2707,"""        },"""
2708,{
2709,"""            """"hr_value"""" = 102;"""
2710,offset = 5;
2711,"""        },"""
2712,{
2713,"""            """"hr_value"""" = 71;"""
2714,offset = 5;
2715,"""        },"""
2716,{
2717,"""            """"hr_value"""" = 85;"""
2718,offset = 6;
2719,"""        },"""
2720,{
2721,"""            """"hr_value"""" = 60;"""
2722,offset = 5;
2723,"""        },"""
2724,{
2725,"""            """"hr_value"""" = 63;"""
2726,offset = 6;
2727,"""        },"""
2728,{
2729,"""            """"hr_value"""" = 77;"""
2730,offset = 5;
2731,"""        },"""
2732,{
2733,"""            """"hr_value"""" = 80;"""
2734,offset = 5;
2735,"""        },"""
2736,{
2737,"""            """"hr_value"""" = 148;"""
2738,offset = 6;
2739,"""        },"""
2740,{
2741,"""            """"hr_value"""" = 65;"""
2742,offset = 5;
2743,"""        },"""
2744,{
2745,"""            """"hr_value"""" = 66;"""
2746,offset = 6;
2747,"""        },"""
2748,{
2749,"""            """"hr_value"""" = 66;"""
2750,offset = 5;
2751,"""        },"""
2752,{
2753,"""            """"hr_value"""" = 73;"""
2754,offset = 5;
2755,"""        },"""
2756,{
2757,"""            """"hr_value"""" = 77;"""
2758,offset = 6;
2759,"""        },"""
2760,{
2761,"""            """"hr_value"""" = 87;"""
2762,offset = 11;
2763,"""        },"""
2764,{
2765,"""            """"hr_value"""" = 106;"""
2766,offset = 6;
2767,"""        },"""
2768,{
2769,"""            """"hr_value"""" = 121;"""
2770,offset = 5;
2771,"""        },"""
2772,{
2773,"""            """"hr_value"""" = 135;"""
2774,offset = 5;
2775,"""        },"""
2776,{
2777,"""            """"hr_value"""" = 115;"""
2778,offset = 6;
2779,"""        },"""
2780,{
2781,"""            """"hr_value"""" = 170;"""
2782,offset = 5;
2783,}
2784,);
2785,"""    """"offset_type"""" = minute;"""
2786,"""    type = """"heart_rate"""";"""
2787,}
2788,"""2021-12-29 12:22:13.591 receive data log :{length = 5,bytes = 0808020000}"""
2789,"""2021-12-29 12:22:13.600 write data log :{length = 3,bytes = 080200}"""
2790,"""2021-12-29 12:22:13.877 receive data log :{length = 2,bytes = 0802}"""
2791,2021-12-29 12:22:13.879 sync health log :sync health complete error code : SUCCESS
2792,2021-12-29 12:22:13.881 sync activity log :start sync activity
2793,"""2021-12-29 12:22:13.882 write data log :{length = 4,bytes = 09060100}"""
2794,"""2021-12-29 12:22:14.193 receive data log :{length = 20,bytes = 0906010d140c1d0b0b1374050074011b00000000}"""
2795,"""2021-12-29 12:22:14.508 receive data log :{length = 20,bytes = 0906020b080d0de8224028000109000000000000}"""
2796,"""2021-12-29 12:22:14.823 receive data log :{length = 20,bytes = 0906030866890400000000000000000000000000}"""
2797,"""2021-12-29 12:22:15.137 receive data log :{length = 20,bytes = 0906041046464687847c7878747172716e6a6665}"""
2798,"""2021-12-29 12:22:15.140 receive data log :{length = 20,bytes = 0906051066666466666565666a6e71737375797d}"""
2799,"""2021-12-29 12:22:15.142 receive data log :{length = 20,bytes = 09060610807f7b7773706d6c6b6a6d6f716f6a6b}"""
2800,"""2021-12-29 12:22:15.144 receive data log :{length = 20,bytes = 090607106d6c6865686d6e6b68696b6a6665635f}"""
2801,"""2021-12-29 12:22:15.146 receive data log :{length = 20,bytes = 090608105d5b5d6063666461626567696c6d6e6c}"""
2802,"""2021-12-29 12:22:15.149 receive data log :{length = 20,bytes = 0906091069645f5d5b5b5c595a595553565b6062}"""
2803,"""2021-12-29 12:22:15.151 receive data log :{length = 20,bytes = 09060a105f5c595b5f606367676466686b696460}"""
2804,"""2021-12-29 12:22:15.153 receive data log :{length = 20,bytes = 09060b105a5a5d5d5a59595b5c5a57585b5c5d5f}"""
2805,"""2021-12-29 12:22:15.154 receive data log :{length = 20,bytes = 09060c105e5b5c5c59595c5e6164615f62686a6a}"""
2806,"""2021-12-29 12:22:15.296 receive data log :{length = 20,bytes = 09060d10696d7274767b7e7d78736e6d6a6a6c6a}"""
2807,"""2021-12-29 12:22:15.609 receive data log :{length = 20,bytes = 09060e1066666869676a6f737271747472727071}"""
2808,"""2021-12-29 12:22:15.611 receive data log :{length = 20,bytes = 09060f10706f72777b7a76767c7e7c797c81837f}"""
2809,"""2021-12-29 12:22:15.613 receive data log :{length = 20,bytes = 090610107a7b808484817d7a7c7f7f79736e6a66}"""
2810,"""2021-12-29 12:22:15.616 receive data log :{length = 20,bytes = 09061110615d5e616061666b70767b808687817c}"""
2811,"""2021-12-29 12:22:15.618 receive data log :{length = 20,bytes = 0906121076706c6a696666664e4e504f4b484346}"""
2812,"""2021-12-29 12:22:15.620 receive data log :{length = 20,bytes = 090613104d505356585a5754534f4c4a494d5862}"""
2813,"""2021-12-29 12:22:15.621 receive data log :{length = 20,bytes = 09061410696f6f6a686966656664606164666561}"""
2814,"""2021-12-29 12:22:15.623 receive data log :{length = 20,bytes = 090615106064676664605e5e5f5f605f5f606160}"""
2815,"""2021-12-29 12:22:15.625 receive data log :{length = 20,bytes = 090616105c5b5c5f6467666668696a6965605d5e}"""
2816,"""2021-12-29 12:22:15.768 receive data log :{length = 20,bytes = 090617105d5b5d61636464615f6263616061605e}"""
2817,"""2021-12-29 12:22:16.083 receive data log :{length = 20,bytes = 090618105e5e5b595d606366686a6a6a6d6b6968}"""
2818,"""2021-12-29 12:22:16.086 receive data log :{length = 20,bytes = 09061910696d6e6b686364676a737d807c797b81}"""
2819,"""2021-12-29 12:22:16.088 receive data log :{length = 20,bytes = 09061a10807b71696159514e4f4f4b484c555d63}"""
2820,"""2021-12-29 12:22:16.093 receive data log :{length = 20,bytes = 09061b046a6a6054ffffffffffffffffffffffff}"""
2821,2021-12-29 12:22:16.095 sync activity log :{
2822,head =     {
2823,"""        """"aerobic_mins"""" = 0;"""
2824,"""        """"avg_hr_value"""" = 102;"""
2825,"""        """"burn_fat_mins"""" = 4;"""
2826,calories = 161;
2827,"""        """"data_length"""" = 116;"""
2828,day = 29;
2829,distance = 2305;
2830,durations = 2234;
2831,hour = 11;
2832,"""        """"hr_data_interval_minute"""" = 5;"""
2833,"""        """"hr_item_count"""" = 372;"""
2834,length = 13;
2835,"""        """"limit_mins"""" = 0;"""
2836,"""        """"max_hr_value"""" = 137;"""
2837,minute = 11;
2838,month = 12;
2839,"""        """"packet_count"""" = 27;"""
2840,range1 = 0;
2841,range2 = 0;
2842,range3 = 0;
2843,range4 = 0;
2844,range5 = 0;
2845,second = 19;
2846,serial = 1;
2847,step = 3341;
2848,type = 8;
2849,year = 20;
2850,};
2851,"""    """"hr_value"""" =     ("""
2852,"""        70,"""
